FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
213608|Beach Cove|Bay|DE|10|Sussex|005|383506N|0750400W|38.585112|-75.0665697|||||0|0|Bethany Beach|08/02/1979|
213609|Peach Pond|Lake|DE|10|Sussex|005|384906N|0751559W|38.8182794|-75.2664808|||||0|0|Milton|08/02/1979|06/17/2011
213610|Beachy Neidig Ditch|Stream|DE|10|Kent|001|390457N|0753935W|39.0826128|-75.6596507|390556N|0753749W|39.0988889|-75.6302778|16|52|Marydel|08/02/1979|
213611|Bearhole Ditch|Stream|DE|10|Sussex|005|382850N|0750811W|38.4806685|-75.1362957|382919N|0751307W|38.4886111|-75.2186111|0|0|Selbyville|08/02/1979|
213612|Beaver Branch|Stream|DE|10|New Castle|003|392344N|0753709W|39.3956674|-75.6190944|392431N|0753930W|39.4087228|-75.6582626|0|0|Taylors Bridge|08/02/1979|
213613|Beaver Creek|Stream|DE|10|New Castle|003|395004N|0753436W|39.8345558|-75.5765934|395140N|0753241W|39.8611111|-75.5447222|42|138|Wilmington North|08/02/1979|
213614|Beaver Dam Branch|Stream|DE|10|Sussex|005|383351N|0754049W|38.5642819|-75.6802077|383248N|0754001W|38.5466667|-75.6669444|0|0|Sharptown|08/02/1979|
213615|Beaver Dam Ditch|Canal|DE|10|Sussex|005|383132N|0750814W|38.5256682|-75.1371287|||||3|10|Frankford|08/02/1979|
213616|Beaver Gut Ditch|Stream|DE|10|Kent|001|390509N|0752756W|39.085946|-75.4654767|390426N|0752903W|39.0738889|-75.4841667|1|3|Frederica|08/02/1979|
213617|Beaverdam Branch|Stream|DE|10|Sussex|005|384417N|0750645W|38.7381677|-75.1124042|384339N|0750723W|38.7275|-75.1230556|4|13|Rehoboth Beach|08/02/1979|06/12/2009
213618|Beaverdam Branch|Stream|DE|10|Kent|001|385422N|0753847W|38.9062246|-75.6463169|385606N|0754015W|38.935|-75.6708333|13|43|Burrsville|08/02/1979|
213619|Beaverdam Branch|Stream|DE|10|Kent|001|385739N|0752255W|38.960946|-75.3818615|385853N|0752409W|38.9813889|-75.4025|0|0|Milford|08/02/1979|
213620|Beaverdam Branch|Stream|DE|10|Sussex|005|385431N|0752010W|38.9087237|-75.336026|385407N|0752311W|38.9020572|-75.3863062|0|0|Mispillion River|08/02/1979|
213621|Beaverdam Branch|Stream|DE|10|Kent|001|385945N|0753500W|38.9959465|-75.5832587|390027N|0753648W|39.0076133|-75.6132598|13|43|Harrington|08/02/1979|
213622|Beaverdam Branch|Stream|DE|10|Sussex|005|383435N|0753142W|38.5765039|-75.5282568|383559N|0752544W|38.5998365|-75.4288081|6|20|Laurel|08/02/1979|
213623|Beaverdam Branch|Stream|DE|10|Kent|001|385423N|0752937W|38.906502|-75.4935336|385345N|0753300W|38.8959466|-75.5499246|9|30|Milford|08/02/1979|
213624|Beaverdam Bridge|Bridge|DE|10|Sussex|005|385006N|0753316W|38.8351134|-75.5543694|||||15|49|Greenwood|08/02/1979|
213625|Beaverdam Cemetery|Cemetery|DE|10|Sussex|005|384328N|0751710W|38.7243383|-75.2859785|||||12|39|Harbeson|08/02/1979|09/14/2016
213626|Beaverdam Creek|Stream|DE|10|Sussex|005|384720N|0751512W|38.7890011|-75.253244|384151N|0751733W|38.6976128|-75.2924127|0|0|Milton|08/02/1979|
213627|Bee Branch|Stream|DE|10|Sussex|005|384616N|0753538W|38.7712247|-75.5938155|384737N|0753714W|38.7936111|-75.6205556|9|30|Greenwood|08/02/1979|
213628|Bellefonte|Populated Place|DE|10|New Castle|003|394558N|0753034W|39.7662246|-75.5093647|||||56|184|Wilmington North|08/02/1979|03/17/2008
213629|Bellevue Lake|Reservoir|DE|10|New Castle|003|394649N|0752919W|39.7802301|-75.4885645|||||15|49|Marcus Hook|08/02/1979|06/17/2011
213630|Belltown|Populated Place|DE|10|Sussex|005|384449N|0751041W|38.7470565|-75.1779626|||||7|23|Fairmount|08/02/1979|
213631|Belltown Run|Stream|DE|10|New Castle|003|393749N|0754151W|39.6303897|-75.6974317|393511N|0754417W|39.5865006|-75.737989|5|16|Newark East|08/02/1979|
213632|Belmont Hall|Locale|DE|10|Kent|001|391739N|0753545W|39.2942784|-75.5957601|||||13|43|Smyrna|08/02/1979|
213633|Belvidere|Populated Place|DE|10|New Castle|003|394319N|0753656W|39.722057|-75.6154824|||||16|52|Wilmington South|07/01/1982|
213634|Bennett Point|Cape|DE|10|Sussex|005|382852N|0750355W|38.4812234|-75.0651816|||||0|0|Assawoman Bay|08/02/1979|
213635|Bennett Pond|Lake|DE|10|Sussex|005|385213N|0751552W|38.8703902|-75.2643558|||||0|0|Milton|08/02/1979|
213636|Bennetts Pier|Locale|DE|10|Kent|001|390156N|0752126W|39.0323349|-75.3571383|||||1|3|Bennetts Pier|08/02/1979|
213637|Beth Emeth Cemetery|Cemetery|DE|10|New Castle|003|394450N|0753539W|39.7473271|-75.5940901|||||41|135|Wilmington South|08/02/1979|09/13/2016
213638|Bethany Beach|Populated Place|DE|10|Sussex|005|383222N|0750319W|38.5395564|-75.0551807|||||2|7|Bethany Beach|08/02/1979|03/17/2008
213639|Bethany Beach Canal|Canal|DE|10|Sussex|005|383248N|0750405W|38.5467788|-75.0679589|||||0|0|Bethany Beach|08/02/1979|
213640|Bethany Church|Church|DE|10|Sussex|005|383120N|0752417W|38.5223369|-75.4046401|||||14|46|Trap Pond|08/02/1979|
213641|Bethel|Populated Place|DE|10|Sussex|005|383414N|0753710W|38.5706707|-75.6193717|||||7|23|Laurel|08/02/1979|03/17/2008
213642|Bethel Cemetery|Cemetery|DE|10|Sussex|005|384719N|0751825W|38.7884939|-75.3070509|||||11|36|Milton|08/02/1979|09/14/2016
213643|Bethel Church|Church|DE|10|Sussex|005|384105N|0754239W|38.6848363|-75.7107642|||||15|49|Seaford West|08/02/1979|
213644|Bethel Church|Church|DE|10|Kent|001|385142N|0753813W|38.8617802|-75.6368722|||||17|56|Hickman|08/02/1979|
213645|Bethel Church|Church|DE|10|Kent|001|391356N|0753458W|39.232334|-75.5827041|||||12|39|Dover|08/02/1979|
213646|Bethel Church|Church|DE|10|New Castle|003|393954N|0753657W|39.6651125|-75.6157604|||||16|52|Wilmington South|08/02/1979|
213647|Bethesda Church|Church|DE|10|Sussex|005|383102N|0752711W|38.5173372|-75.4529754|||||13|43|Trap Pond|08/02/1979|
213648|Bethesda Church|Church|DE|10|Sussex|005|383818N|0752049W|38.6384468|-75.3468598|||||13|43|Harbeson|08/02/1979|
